,Dice,JI,recall,precision,specificity
0228_20070529_3_071,0.8839647962049809,0.7920581655480984,0.9841556636553161,0.8022886924994335,0.9804724656169918
0228_20070529_3_097,0.8202455613461709,0.6952680443246481,0.9820219966159053,0.7042317609585924,0.9759997046117491
0230_20070524_2_1178,0.7203087885985748,0.562877030162413,0.6522089792992204,0.8042877666040447,0.9747551779681554
0230_20070524_2_1222,0.6431757359500446,0.4740302432610125,0.8450043949604453,0.5191719171917192,0.9647425320432436
0255_20070614_3_073,0.7536769327467002,0.604720359070049,0.6150176950300046,0.9730585084800779,0.9930156726622489
0255_20070614_3_083,0.838898756660746,0.7225026770689918,0.7658918918918919,0.9272905759162303,0.9806923638385875
0255_20070614_3_096,0.7576554080693915,0.60985930392468,0.6364539633473173,0.9358766233766234,0.9915896606055444
0265_20070625_3_056,0.821136090970737,0.6965486725663717,0.7865494154092135,0.8589044085552161,0.976596014263218
0265_20070625_3_071,0.5417708854427213,0.37152658662092625,0.6097972972972973,0.4873987398739874,0.9770981622230265
0312_20070604_3_057,0.8026929052304506,0.6704152249134948,0.9556103575832305,0.6919642857142857,0.9403630077787382
0372_20070726_2_337,0.8004491170766561,0.667290673927842,0.9812312312312312,0.6759179451818652,0.9591801285391697
0372_20070726_2_325,0.7726020835828045,0.6294634146341463,0.9850381679389313,0.6355397951142632,0.956582961746069
0442_20070831_3_086,0.7649792649792649,0.6194060093787993,0.7969459962756053,0.7354781054512958,0.9253207056494653
0442_20070831_3_077,0.8131782514330236,0.6851730282284535,0.9537859007832898,0.7087011349306431,0.9565827140502559
0442_20070831_3_099,0.6999929193514126,0.5384531590413943,0.8877514367816092,0.5777907656341321,0.9097451274362819
0443_20071122_2_477,0.2792297111416781,0.16227018385291767,0.1840435176790571,0.5783475783475783,0.9879706581594294
0446_20070903_3_083,0.8088781981193964,0.6790894070130347,0.7802974369792216,0.839632277834525,0.9835431686097297
0446_20070903_3_095,0.6997011952191236,0.5381080045959402,0.6333964475701019,0.7815107353431973,0.9653426035398542
0446_20070903_3_108,0.7932221339687583,0.6573058358929355,0.7298416565164434,0.8686575819077994,0.9907348700222935
0494_20071012_5_107,0.5761753757066042,0.40466737677931636,0.6868836291913215,0.4962004274519117,0.9495031240702172
0494_20071012_5_185,0.7120324470482199,0.5528341497550735,0.7057772483621203,0.7183995150045468,0.9870975806227604
0502_20071010_2_424,0.882573726541555,0.789827255278311,0.9556041254012704,0.8199132676980778,0.9313924672367216
0502_20071010_2_413,0.9177071509648127,0.8479286837965391,0.9490132785562321,0.8884005219421743,0.9657310360825829
0502_20071010_2_442,0.8449142588677473,0.7314731961278776,0.886260595308496,0.8072537929796212,0.9518911893878282
0513_20081112_3_080,0.9261223862238622,0.8624096213043168,0.928979025293029,0.9232832618025751,0.9805070883315158
0513_20081112_3_094,0.8115961213886222,0.6829295460874408,0.7769610949182613,0.8494631104953239,0.9465226165280307
0513_20081112_3_070,0.8595326606479022,0.7536670547147847,0.7995553908855132,0.9292378355102626,0.9916017920719554
0549_20071114_3_084,0.9300559552358113,0.8692566305565932,0.9914256803536241,0.8758409785932721,0.960447235503065
0549_20071114_3_099,0.9159019528714053,0.8448515845013433,0.9991577980246535,0.8454536620128924,0.917155756207675
0549_20071114_3_109,0.881455368859841,0.788037727168162,0.9914332021301228,0.793440496595173,0.9250184973431089
0564_20081027_2_401,0.9493764662303988,0.9036314490539429,0.993025958930647,0.9094027202838557,0.9834981365389173
0564_20081027_2_421,0.589045432958683,0.4174800852687086,0.9983901261067883,0.41776131132816885,0.9078421267748299
0564_20081027_2_411,0.7760322373415873,0.6340299646912874,0.8600647249190938,0.7069589274313683,0.9450398132072083
0574_20071206_3_078,0.9527985555842146,0.9098522167487685,0.9385162601626016,0.9675222629649031,0.9797979797979798
0574_20071206_3_095,0.6908952525925222,0.5277616279069768,0.5547746371275784,0.9155320221886031,0.9911737583981031
0574_20071206_3_105,0.7240406320541761,0.5674480318443167,0.8751705320600273,0.6174205967276227,0.9488164474107775
0580_20071211_5_085,0.726136037289858,0.5700263596004439,0.5952337836369563,0.9308450385138196,0.9759853670049563
0580_20071211_5_075,0.8177208835341365,0.691647913039786,0.7038413343127512,0.9755644726597592,0.99282435498338
0580_20071211_5_095,0.638808657489028,0.46930114638447973,0.541356729607731,0.7790484903934126,0.9600105976056035
0587_20090216_3_062,0.5335932541481548,0.3638780683855809,0.9473599484867997,0.37138710084563925,0.8423019077020502
0587_20090216_3_076,0.3208800507721599,0.19110013606813486,1.0,0.19110013606813486,0.7867458514355561
0587_20090216_3_088,0.34440162593042284,0.20802244754798802,0.9990811638591118,0.20806225283837224,0.807195987390717
0622_20080204_3_098,0.7613867937012042,0.6147090874126622,0.6641043397968606,0.892062015503876,0.9414987479622876
0622_20080204_3_108,0.6792539781506682,0.5142956835861333,0.5611870100783874,0.8602375720955782,0.9314138419030932
0622_20080204_3_118,0.6351898310754307,0.46540525967500795,0.5356407435615357,0.7801881753564238,0.9219354179738228
0670_20080918_3_098,0.7252399142830522,0.5689226721239585,0.8137152414802425,0.6541176470588236,0.9709580458066974
0670_20080918_3_078,0.6452131938857603,0.47624703087885983,0.9880591357088704,0.4790039511164201,0.9154236276849642
0670_20080918_3_089,0.583562194386764,0.41199281187931525,0.9945205479452055,0.4129301355578728,0.9210640358927297
0671_20080516_2_221,0.6883976117476198,0.5248523622047244,0.5872797356828194,0.8315789473684211,0.9815510761872224
0671_20080516_2_207,0.7133779838571184,0.5544580886278697,0.680983606557377,0.7490082942661378,0.9704847122683516
0671_20080516_2_236,0.5575757575757576,0.3865546218487395,0.48714069591527986,0.6518218623481782,0.929305384299219
0727_20080529_3_133,0.8551801108374384,0.7469996974484822,0.8104825473246526,0.9050955154576188,0.943147158577947
0727_20080529_3_119,0.731070128039469,0.5761312300970155,0.7546318750606267,0.7089351619811364,0.8785528241981787
0727_20080529_3_109,0.7891503267973856,0.6517326999892044,0.8180771054949523,0.7621993561012562,0.9430975362909926
0797_20080722_3_085,0.9280046245204687,0.8656796901808912,0.8975805631798313,0.9605635335073978,0.9873293835963578
0797_20080722_3_075,0.9151761110276065,0.8436172178089784,0.9873513513513513,0.852834064805304,0.9729525640145534
0797_20080722_3_097,0.8142778617562182,0.6867358173494814,0.9727489124189445,0.7002067946824224,0.9118990155053566
0821_20080815_3_070,0.9195414012738854,0.8510658366345972,0.9597915115413254,0.8825312989045383,0.9612017444677758
0821_20080815_3_060,0.9518615129238795,0.9081447963800905,0.9424010017217092,0.9615138933248164,0.9874577153265678
0821_20080815_3_082,0.7626367760875367,0.6163402639979294,0.7844515208081695,0.7420024927295389,0.9641196013289036
0835_20080825_3_095,0.7698476992871031,0.6258149489627922,0.8053389830508475,0.7373525760397269,0.9687153419593346
0835_20080825_3_078,0.6300294406280668,0.45988538681948427,0.808482772516623,0.5161103607949065,0.9295650708655521
0835_20080825_3_159,0.7096155265294074,0.5499256548095619,0.8729121278140886,0.597786895437026,0.9618869213822029
0850_20080919_3_096,0.8199221789883269,0.6948034819308889,0.873849216222941,0.7722641647731437,0.9513733468972533
0850_20080919_3_086,0.8307144162251051,0.7104461286037972,0.9855842185128983,0.7179062055897679,0.8908407674447024
0855_20081027_3_055,0.9272717277774724,0.8644050425335656,0.9552610714690225,0.9008758812219612,0.9849063968901973
0855_20081027_3_065,0.8423007428227264,0.7275643804734241,0.9860164512338425,0.7351498160154196,0.9569985775248934
0886_20080930_3_175,0.8577830056573125,0.7509807767752059,0.9820443760420675,0.7614359586316627,0.9090564464157095
0886_20080930_3_190,0.8238176553567451,0.7004166140638808,0.9800388623918036,0.7105532786885246,0.9244324071287658
0886_20080930_3_165,0.7690721649484537,0.6247906197654941,0.9419191919191919,0.6498257839721254,0.9155745967741935
0901_20081023_3_119,0.7349223852744083,0.5809306691699074,0.6930091185410334,0.7822318526543879,0.9563802083333334
0901_20081023_3_081,0.8545201668984701,0.7459932005828072,0.9239097744360902,0.7948253557567917,0.9314112728845322
0916_20081015_3_086,0.7443514164468402,0.592802338326635,0.6785154208050183,0.8243363393877811,0.9858148026585706
0916_20081015_3_075,0.8061351077027179,0.675231437747969,0.8409411764705882,0.7740957331600606,0.9878494874184529
0931_20081008_3_063,0.8342146452895639,0.7155816822701212,0.9167828916782892,0.7652902825209562,0.9654403949669147
0931_20081008_3_073,0.7749621600507788,0.6326026305300917,0.7811792499261738,0.7688432474326681,0.9669423777657703
0941_20081003_3_073,0.46233898737405943,0.30067679649658285,0.42372247416896536,0.5087000449034575,0.8923065565904253
0941_20081003_3_087,0.657949890444889,0.49025732031943214,0.7642469846187894,0.5776114409969055,0.8741794447004896
0967_20090128_3_066,0.8199596353260491,0.6948572776598254,0.9535448365166721,0.7192040043950677,0.9430523917995444
0967_20090128_3_076,0.6132069216999271,0.4421762202992781,0.9858239181411212,0.4450057736720554,0.8824674199891994
0967_20090128_3_153,0.5434639545318576,0.3731208412059476,0.5612257506487087,0.5267919276270007,0.9590439574779911
1000_20090212_2_308,0.7928313494717133,0.6567693330378905,0.9875062468765617,0.6622723718020332,0.9404651712389468
1000_20090212_2_318,0.8494685106869356,0.7383270415259289,0.9717573221757322,0.7545177664974619,0.9086858006042297
1000_20090212_2_298,0.8543651939551449,0.7457570156276256,0.9374735952682721,0.7847922192749779,0.9810878010878011
1032_20081211_2_217,0.7353744005901881,0.5814957414537394,0.6252665913938026,0.8925501432664756,0.9874893137888613
1032_20081211_2_207,0.5946743577704742,0.42315769377625045,0.4691501746216531,0.8119047619047619,0.9837358460685723
1035_20081208_3_433,0.5491313602966422,0.37848454730465236,0.9473995972041227,0.38660865361372976,0.8461594422552289
1035_20081208_3_423,0.5463990204445104,0.37589340412497446,0.9923180592991914,0.3769904254774461,0.8673874188063996
1040_20081204_2_188,0.8667255075022066,0.764797507788162,0.9424184261036468,0.8022875816993464,0.8726124229207399
1040_20081204_2_209,0.8080152671755725,0.6778738392571245,0.717140921409214,0.9252622377622378,0.9751417357174008
1083_20090121_2_125,0.5457109885882806,0.37524246164697583,0.3830093592512599,0.9487293802942488,0.9973877884790114
1083_20090121_2_115,0.6621751684311838,0.4949640287769784,0.557085020242915,0.8161328588374852,0.9944931964330124
1086_20090121_3_063,0.9213136433766806,0.8541070698814875,0.926007975188303,0.9166666666666666,0.9908332127177112
1129_20090204_3_083,0.5910886742756805,0.41953575323259074,0.5172877449097195,0.689452124935996,0.9700863131935882
1129_20090204_3_201,0.7595693779904307,0.6123432979749277,0.8435735636001328,0.690780527604025,0.9563983587069065
1165_20090203_3_067,0.8158443363446838,0.6889671361502347,0.7015237526142815,0.9746782897467829,0.992503993773809
1165_20090203_3_077,0.6418519273913931,0.4725934825048806,0.4904160822814399,0.9285925051637651,0.9920705134506373
1180_20090205_3_079,0.9387712886988899,0.8846078877265935,0.9223629835377007,0.9557739557739557,0.9896371352436095
1180_20090205_3_089,0.9012928891098956,0.8203213396696085,0.9583608724388631,0.8506394462043881,0.9569394175151371
1180_20090205_3_099,0.8141871036534036,0.6866067203028869,0.7257628814407203,0.9271472392638037,0.9771561397883937
